,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,average_salary,company_txt,job_state,same_state,age,python_yn,r_studio_yn,spark_yn,aws_yn,excel_yn,job_simp,seniority,desc_len,num_comp
602,Data Engineer,$91K-$110K (Glassdoor est.),"Maxar is seeking an independent, creative and driven Data Engineer to help our team by analyzing and characterizing big data and a range of other data sources for National Security purposes. The ideal candidate is passionate about technology and able to learn quickly.

Maxar is seeking an independent, creative and driven Data Engineer to help our team by analyzing and characterizing big data and a range of other data sources for National Security purposes. The ideal candidate is passionate about technology and able to learn quickly.

Why us?
We build advanced algorithms to gain analytic insights from a large range of open source and government data.
We enable machine learning systems, automate workflow, and design and develop custom applications for unique national-security mission.
We operate an end-to-end predictive analytic platform unlike any other within the US Government.
We provide training to expand your skills and challenges to develop them.
Our clients missions are vital to national security, so were mission-first always.
Our work environment is relaxed business casual.
At our core we believe and practice social responsibility.

What will you be doing?
Work with a variety of data at a variety of volumes and velocity on Linux systems connecting to multiple data sources.
Using Niagara Files to augment the existing data distribution service team for a large analytic repository.
Creating processors within Niagara Files and establishing new data flows/troubleshooting existing data flows to the various hardware instances associated with the customer's various analytic hosting platforms.
Create rapid prototypes and design and implement complex, cutting-edge systems with a focus on collecting, parsing, managing, analyzing, and visualizing large sets of data to extract meaningful knowledge.
Work with emerging technologies and data science techniques in support of endeavors to address critical needs of the Intelligence Community, Department of Defense, and other government agencies.

Minimum Requirements:
Current/active TS/SCI security clearance and be willing and able to obtain a CI Polygraph.
Bachelor's degree in Engineering, Computer Science or related field. 4 additional years of experience may be substituted in lieu of a degree.
Minimum 2 years of relevant experience.
Experience with Niagra Files (NiFi).
Experience with Linux.

Desired Skills:
Experience with object-oriented programming languages (Java, Python, etc.).
Knowledge of big data toolsets (Hadoop, Yarn, Spark, Accumulo, etc.).
Experience with SSL/PKI, to include ability to isolate and resolve SSL-related server and client issues.
Experience with NoSQL databases (ElasticSearch, Accumulo).
Experience with SQL/database.
CompTIA Security+ certification or CISSP certification.

#cjpost",3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,0,0,91,110,100.5,Maxar Technologies, VA,0,-1,1,0,1,0,0,data engineer,na,2795,0
603,Data Engineer,$91K-$110K (Glassdoor est.),"Are you interested in a career opportunity with a growing software company? P2 Energy Solutions is dedicated to providing a positive culture where the ability to learn, collaborate, and make a difference is rewarded. We have a fast-paced, innovative culture where employees are empowered to provide a superior experience for internal and external customers.
Upstream oil and gas professionals who are focused on solving tough challenges rely on P2 software, data and analytics solutions to optimize their business performance. We are currently developing our solutions on mobile and in the cloud! More than 1,600 companies from around the world use P2 solutions every day to manage their land assets, measure and process financial information, optimize production, and manage their reserves. With more than 80 years of experience in data and 30 years in software, P2 has offices around the world, and employs approximately 600 people.

Interface with customers and conversion team to identify, develop, and implement transitioning of data from product to product. Assist with application development estimating, planning, and progress tracking. Data conversions work around the idea of taking source data from any format and projecting/inserting said data into the databases iLandMan uses. Although we’re actually using business logic to perform all actions, it’s still crucial to understand how bridge/association tables work as well as the fundamentals of database design and structure. Then, one must apply these concepts along with a working knowledge of how land data works in the oil and gas industry.
Job Requirements:
Create/Write scripts to transfer data from format to format
Comfort working in Microsoft based realms: operating systems and platforms (.NET), application servers (IIS), architecture, implementation patterns.
Experience with SQL Server, strong excel and database skills. Ability to clearly communicate technical ideas, whether to other technical peers ornon-technical project managers or customers.
Recommended Qualifications:
5-7 Years relevant Data Experience
Bachelors Degree, Computer Science or Engineering
Experience with web-based technologies: HTML, Jquery, Javscript, Web-Sockets. Knowledge of IT security concepts such as Auth 0, SSL/TLS, tokens.
Strong background of computer science and software development and scripting.
A passion for problem solving. Source data can and will be in all possible formats.
Must be able to envision how incorporating all data elements will work and fail in order to progress the project to the best possible solution.
An understanding of land terminology and how a system may be built around the industries standards.
An understanding of the difference between Lease based and Tract based systems. Since iLandMan is
Tract based we must strive to represent a Tract as a single instance. This helps to understand how we handle Contract Lessee Participation on a Depth basis.

Always be learning.
When in doubt, talk it out.
Show up and follow up.
Create positive energy.
Think beyond…
Please note: Assessment testing may be required for this position.
We offer a casual work environment, comprehensive benefits plan, generous PTO, and a competitive compensation structure. We have a positive culture designed around the philosophy of mutual respect and the challenge of contributing to the continued success of our organization. P2 is dedicated to individual and corporate growth opportunities, and we would love to talk to you further!
P2 Energy Solutions and its affiliated companies is an Equal Employment Opportunity employer. We also participate in the E-Verify program, a service of DHS and SSA.",3.7,"P2 Energy Solutions
3.7","Lafayette, LA","Denver, CO",501 to 1000 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,91,110,100.5,P2 Energy Solutions, LA,0,-1,0,0,0,0,1,data engineer,na,3670,0
604,Data Scientist,$91K-$110K (Glassdoor est.),"Company overview:
For more than three decades, Pragmatics has provided clients with award-winning customer service and expert solutions to complex challenges. Since 1985, Pragmatics has maintained a sterling reputation as a trusted, capable and innovative solutions provider.
Pragmatics’ industry-leading experts currently deliver high-impact solutions to a portfolio of 25 major information technology contracts with a range of Defense and Civilian Agencies. These include the Defense Information Systems Agency; the Departments of the Army, Health and Human Services, Homeland Security, Justice, State, and Treasury; the Federal Deposit Insurance Corporation; the General Services Administration; and several intelligence agencies. Pragmatics is proud of its ability to support our clients in achieving success in their important missions, and we look forward to continuing to provide them with the highest level of service.
#Dice

Would you like to perform rewarding work while contributing to the success of an established growing company? Pragmatics, Inc is seeking a Data Scientist to support our work with the US Navy located in Suitland, Maryland.

You will play a key role within a small data science team. We're looking for hands on experience developing solutions for complex data science problems using Python, R, Hadoop, and Greenplum (or other Massively Parallel Processing solutions).
REQUIRED SKILLS:
Bachelor’s Degree in a quantitative or technical field of study, such as Statistics, Mathematics, Computer Science, or Geospatial Information Systems
3 years’ experience integrating data mining, conditioning, and analysis that includes the use of current data analysis software and methods
Demonstrated problem solving skills
Demonstrated presentation skills for conferences, including but not limited to presenting at professional or academic conferences

3 years' experience in ESRI ArcGIS
3 years’ experience developing scripts, APIs, and/or programs using 1 or more of the following: C++, Java, Shell, Perl, Python
3 years’ experience programming in Python, C++, R, or Interactive Data Language (IDL)
1 year experience working with geospatial data or imagery data
1 year experience working with database structures and query tools
2 years' experience in technical writing for analysis reports
Value added to M.S. degree or higher holder
CLEARANCE:
Must have Active Top Secret Clearance with SCI access, US Citizenship is required
Pragmatics is an Equal Employment Opportunity Employer. Pragmatics prohibits discrimination against employees and qualified applicants for employment on the basis of race, color, religion, sex (including pregnancy), age, disability, marital status, national origin, veteran status, or any other classification protected by applicable discrimination laws. Pragmatics will make reasonable accommodations, in appropriate cases, for qualified individuals with disabilities, if it can do so without undue hardship.
PM19",2.8,"Pragmatics, Inc.
2.8",United States,"Reston, VA",201 to 500 employees,1985,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,0,0,91,110,100.5,"Pragmatics, Inc.",United States,0,35,1,0,0,1,0,data scientist,na,2965,0
605,Data Engineer,$91K-$110K (Glassdoor est.),"Pinnacol Assurance does just one thing, and does it better than anyone: provide caring workers' compensation protection to Colorado employers and employees. And while we may be a little biased, we believe that our work shapes communities and changes lives.

Pinnacol's data engineering team works very hard in a fun and supportive environment—and we are growing! We are looking for passionate problem solvers to join our efforts to build tomorrow's best in class data solutions.

What you'll do:

As a Data Engineer, you play a key part in realizing our mission to provide customers with tools they love to use. As a member of the Data Transformation Team you will be responsible for data management tasks including design, development, and data security in a Google Cloud Platform environment. You will leverage your experience and skills to design solutions that will deliver Pinnacol data products while operating as a key contributor on a team of dedicated professionals working toward a common product vision.

What you can expect:
Design, develop, document, monitor, and optimize automated data pipelines for various internal and third-party data sources.
Develop custom code using Python, SQL/NoSQL, Google Cloud-Composer (Airflow), Apache Beam and other technologies to build customized solutions supporting business initiatives/processes.
Implement software engineering best practices by developing, refining, iterating, integrating, testing, staging, and deploying maintainable technical solutions.
Develop solutions which adhere to data privacy laws and regulations using Data Loss Prevention toolsets and secure storage practices.
Provide innovative solutions leveraging modern data tools and techniques.
Enhance our platform capabilities and make recommendations to support a rapidly growing organization.
Use analytical skills and judgement to solve problems and make decisions in a rapidly changing environment.
Communicate complicated problems to team members to ensure we are coming up with the right solutions.
Be accountable for effectively driving, communicating and managing changes that ensure the performance and sustainability of our data processes.
Remain current on the external environment for industry leading tools, technology, analytics and best practices to continuously improve Pinnacol's customer value proposition
Additional Duties:
Train other employees as needed
Serve on committees
Present business and technical subjects to team members or other internal groups
Perform other duties as assigned
What you'll bring to the table:

Minimum Qualifications:
Experience designing and implementing data solutions in cloud environments
Experience with ETL/ELT tooling and practices
Data Provenance/Lineage approaches
Cloud-based Data storage and security best practices
Ideal Qualifications:
Experience with Google Cloud Platform
Experience with Apache Airflow/Cloud Composer or similar
Experience with Apache Beam/Dataflow or similar
Experience with Docker and Kubernetes or similar
Experience with BigQuery or similar
Experience with functional data engineering best practices
Must be flexible, innovative, and have the ability to perform in a rapidly changing, fast-paced environment.
We can't do our work without people like you.

Our employees are extraordinary and committed to making a difference. Here's some of the ways we show our appreciation.
Our benefits go beyond the basics. You'll get to choose from diverse benefit offerings for medical, dental and vision.
We care about each other. We enjoy a positive, collaborative work environment. We are hard workers and high performers.
Take a day (or 20!) off. Enjoy 20 paid days off your first full year plus eight paid holidays annually.
Take care of yourself. Sign up for unique wellness programs, including on-site, company-paid fitness facilities and classes
Get your learning on. We promote a learning culture to help you master your current job and cultivate the skills of the future through a variety of on-site, online, and off-site professional development opportunities.
Give back and get paid. Through our employee volunteer program, Pinnacol in Action, employees receive paid time off to volunteer with Colorado nonprofits.
Share in our success. You'll have the opportunity to earn a quarterly incentive, up to 20 percent of your annual base salary, when your team exceeds their goals and objectives.
When we find the right person, we try to put our best foot forward with an offer that excites you. We consider what you'd like to be paid, what similar jobs pay in the Denver area and make sure there's equal pay for equal work among those you'll be working with.

Want to love your work? Apply today!",4.0,"Pinnacol Assurance
4.0","Denver, CO","Denver, CO",501 to 1000 employees,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,91,110,100.5,Pinnacol Assurance, CO,1,105,1,0,0,1,0,data engineer,na,4701,0
606,Data Scientist,$91K-$110K (Glassdoor est.),"Job Description


Avlino Inc. is seeking experienced data scientists to join our growing team
of AI engineers, analysts, and quantitative developers. The role involves
model construction, information extraction, prediction and finding solutions
to large-scale problems for mission critical applications using large
derived from a broad spectrum of domains for industry specific sectors. The
ideal candidate will have comprehensive expertise in machine learning,
time-series analysis modeling, statistical data analysis, and deep neural
networks. Experience with dynamic programming and reinforcement learning is
a plus.

Demonstrate your experience in creating real-world artificial intelligence
applications using pulsing customer data sets!

This is a great opportunity for an experienced Data Scientist with 4+ years
of relevant experience to work in a fast-paced environment where they can
share their passion for numbers and AI.

Responsibilities
Develop, implement, and use a broad set of machine-learning models and
quantitative techniques for prediction and classification for mission
critical applications.
To find problems in industrial and service sector applications.
Strong background in numerical techniques, optimization, and gradient
methods.
Development of new machine learning algorithms and/or substantial
modification of pre-existing techniques.
Analysis of high-volume, noisy, heterogeneous real-time data.
Collaborate with business analysts to transform customer needs into
actionable insights.
Design custom end user reports that are easy to read and interpret for
multiple business unit audiences.
Architect the next generation analytical platform.
Capable of de novo implementation of mathematical models, or to avail
widely used open source programming platforms and libraries (Scala, R,
python, TensorFlow).

Requirements
MUST: Solid 5 years of experience in machine learning, statistical
modeling, data mining, time-series forecasting, and neural networks.
MUST: Solid 5 years of experience working with big data technologies
distributed computing such as Hadoop/Spark, Map/Reduce, TensorFlow.
MUST: Solid 5 years of experience in multiple programming languages –
C#/.NET, C++, C, Scala, Python, R, Java.
Experience in developing or implementing enterprise class Data Analytics
and BI solutions.
Extremely analytical and able to solve problems independently.
Assesses customer requirements and translate them to appropriate
deliverables.
MUST: Have an analytical mind, and on point with detailed specifics.
MUST: Education: MS/Ph.D. (Preferred) in Computer Science, Physics, or a
related discipline.
PLUS: Experience in the logistics or transportation industry.",4.9,"Avlino
4.9",New Jersey,"Holmdel, NJ",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),-1,0,0,91,110,100.5,Avlino,NJ,0,7,1,0,1,0,0,data scientist,na,2689,0
607,Data Scientist,$91K-$110K (Glassdoor est.),"Data Scientist

As Data Scientist at HP Inc. in San Diego, you will join an industry-leading organization and work on developing frameworks for systematic data science modeling to identify optimal marketing, pricing and sales decisions for our Printing & PC business. Working within a dynamic, highly skilled and diverse Pricing Strategy and Analytics team (economists, engineers, scientists or even musicians majority of them with a PhD) you will build models and develop tools and analytical processes to develop pricing and marketing strategies for HP printers, cartridges and PCs around the world.

Responsibilities:
Develop and apply statistical methods to analyze the effect of pricing and sales decisions on business performance
Develop and implement frameworks and processes for systematic and automated data analysis
Develop tools to ingest, merge, and clean data sets
Immerse yourself in very large data sets and complex problems
Visualize and interpret the results of analyses, and create strategy recommendations
Present the results and the corresponding recommendations to the relevant stakeholders, including senior leadership
Qualifications:
Interest in data science, pricing, economics, and/or consumer behavior
Scientific thinking and ability to design and critically analyze quantitative research
Ability to think creatively about research problems and invent original solutions to modeling challenges
Ability to build and interpret complex linear regression models, with machine learning experience a plus
Knowledge of and experience in deploying numerical optimization routines
Proficiency with Python and R is required
Strong analytical skills, with a high level of attention to detail
Proficiency in Microsoft Excel and Microsoft PowerPoint
Excellent written and verbal communication skills
Nice-To-Haves:
Knowledge of price optimization approaches, price discrimination models and a general knowledge of main concepts from the industrial organization literature
Experience working with large data sets
Experience in data engineering
Exposure to digital marketing
Experience working in or collaborating with industry
Experience creating data visualizations
Ability to build dashboards and other tools using front-end development skills
Experience in software development
Education & Experience
Bachelors, Master's or PhD degree in Engineering, Computer Science, Economics, Quantitative Marketing, Mathematics, Physics or equivalent
1-3 years experience including graduate or postgraduate research",4.0,"HP Inc.
4.0","San Diego, CA","Palo Alto, CA",10000+ employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,91,110,100.5,HP Inc., CA,0,81,1,1,0,0,1,data scientist,na,2518,0
608,Data Scientist,$91K-$110K (Glassdoor est.),"Business Unit:
Cubic Transportation Systems
Company Details:
Cubic offers an opportunity to provide innovative technology for government and commercial customers around the globe, helping to solve their future problems today. We’re the leading integrator of payment and information technology and services for intelligent travel solutions worldwide, and the leading provider of realistic combat training systems, secure communications and networking and highly specialized support services for military and security forces of the U.S. and allied nations. If you have an entrepreneurial spirit and thrive in an innovative environment, we want to talk to you about your next role at Cubic! We are seeking employees inspired by technology, and motivated by the rewards of hard work, commitment, teamwork, quality, integrity, and respect. We invite you to explore opportunities with Cubic.
Job Details:


Cubic is a contract based company, we have ongoing needs for talented Data Scientist. If you don't see a current opening please feel free to apply to this job. This is not an opening, we are collecting resumes for future openings.

Job Summary:

Works closely with the data science team to build information-rich data products using innovative techniques and technologies to solve transportation related challenges and problems. Understands and leverages data mining, machine learning, data modeling, and statistical modeling techniques. Applies strong problem solving and analytic skills to data integration projects and is able to isolate non-obvious relationships between disparate data sources. This position typically works under general supervision and direction. Incumbents of this position will regularly exercise discretionary and substantial decision-making authority.

Essential Job Duties and Responsibilities:
Works with the data science team and stakeholders to address business challenges by harnessing structured, semi-structured, and unstructured data in a distributed processing environment.
Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse data sources to generate actionable insights and solutions for client services and product enhancement.
Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources.
Prepares and delivers presentations that effectively describe complex quantitative methods in clear and concise communications.
Keeps up to date with technical as well as industry developments, analytics software/tools, trends, and recognized best practices.
Contributes to projects under the direction of project and product owners to adhere to funding, resourcing, schedule, and other constraints.
Minimum Job Requirements:

Four-year college degree, in statistics, economics, physics, mathematics, operations research, computer science, data engineering, or related field; plus two years of related experience using data mining, data modeling, data integration, machine learning, statistical modeling, and other data science skills and techniques. Masters or Ph.D. preferred. Experience with Python or comparable scripting language. Experience working with Hadoop, Pig, Hive, and knowledge of SQL is essential. Experience with statistical and analytic programming design and technologies such as R and other simulation / data analysis tools. Knowledge of database management systems and other software tools used to manage an organization’s business activities. Requires fundamental knowledge and experience developing algorithms and analytics applications. Must have strong analytical and problem solving skills, attention to details, critical thinking ability, and creativity. Must be able to abstract from ambiguous and sometimes conflicting information to identify opportunities for improvement and the critical business drivers and factors that influence outcomes. Must have demonstrated ability to produce high quality analytics applications that can be deployed in a repeatable and scalable fashion. Requires strong knowledge of statistics, signal processing, machine learning, predictive analytics, and other related techniques. Must have excellent written and verbal communication skills used to effectively communicate and present complex information in terms appropriate to the audience. Incumbent will have well-developed research skills and knowledge of current data management principles, procedures, and other tools of the trade. Must be able to manage and prioritize multiple projects simultaneously while balancing according to scope, budget and schedule. Prior experience working in the transportation or logistics industries desired.

The description provided above is not intended to be an exhaustive list of all job duties, responsibilities and requirements. Duties, responsibilities and requirements may change over time and according to business need.

Worker Type:
Employee",2.9,"Cubic
2.9",United States,"San Diego, CA",5001 to 10000 employees,1951,Company - Public,Transportation Management,Transportation & Logistics,$1 to $2 billion (USD),"Accenture, Northrop Grumman, Xerox",0,0,91,110,100.5,Cubic,United States,0,69,1,1,0,0,1,data scientist,na,4983,3
609,Data Scientist,$91K-$110K (Glassdoor est.),"Data Scientist
Mountain ViewR&DExperienced
Responsibilities
Are you ready to take your career to the next level with a move to a fast-paced, audacious company and massive impact to the business productivity and collaboration space using the latest technologies? If yes, this is an opportunity of a lifetime!

What you'll do:
Team up with engineers to design learning solutions.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Develop company A/B testing framework and test model quality.
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Create custom data models and algorithms to apply to data sets.
Coordinate with different functional teams to implement models and monitor outcomes.
Partner with international stakeholders in different time zones
Qualifications
- BS degree in Computer Science, Computer Engineering, Electrical Engineering or other relevant majors with 2+ years of work experience
2+ years of industry experience in predictive analytics and/or statistical modeling role
Ability to think critically and to formulate solutions to problems in a clear, concise and timely manner
Experience building data science models (Regression, Decision Trees, K-Means, etc.)
Experience with large data sets and analytical tools (e.g. Hive, Spark)
Proficiency in scripting languages (SQL, Python, R, etc.)
Experience working with international partners in different time zones
Apply
Share to",3.9,"ByteDance
3.9","Mountain View, CA","Beijing, China",10000+ employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,91,110,100.5,ByteDance, CA,0,8,1,0,1,0,0,data scientist,na,1760,0
610,Data Engineer,$91K-$110K (Glassdoor est.),"114 5th Ave (22114), United States of America, New York, New York

At Capital One, were building a leading information-based technology company. Still founder-led by Chairman and Chief Executive Officer Richard Fairbank, Capital One is on a mission to help our customers succeed by bringing ingenuity, simplicity, and humanity to banking. We measure our efforts by the success our customers enjoy and the advocacy they exhibit. We are succeeding because they are succeeding.

Guided by our shared values, we thrive in an environment where collaboration and openness are valued. We believe that innovation is powered by perspective and that teamwork and respect for each other lead to superior results. We elevate each other and obsess about doing the right thing. Our associates serve with humility and a deep respect for their responsibility in helping our customers achieve their goals and realize their dreams. Together, we are on a quest to change banking for good.

Data Engineer

Being Capital One Tech:

At Capital One, we consider ourselves the bank a technology company would build. Were delivering best-in-class innovation so that our 65 million customers - and counting - can manage their finances with ease. Our reality and vision empower our engineers to use artificial intelligence and machine learning to transform real-time data, software, and algorithms into financial clarity.

Were all-in on the cloud and a leader in the adoption of open source, RESTful APIs, microservices, and containers. We build our own products and release them with a speed and agility that allows us to get new customer experiences to market quickly. Were going boldly where no bank has gone before. And, as a founder-led company, were inspired and empowered to make, break, do, and do good. So, lets do something great together.

Your #LifeatCapitalOne

Looking to work somewhere with the flexibility of a start-up but the financial muscle of a Top-10 bank? Youre in the right place! And heres what that means for you

You'll have a flexible work schedulewe want to understand where and when you're at your best so you have a healthy work-life balance. Diversity and Inclusion are cultural norms hereyoull have access to active local chapters of Women in Tech, Blacks in Tech, and Hispanics in Tech and more. Plus, youll be given time to support the next generation of technologists by volunteering with youth programs like Capital One Coders - our engineer-led experience that teaches middle school students in underserved communities how to code. Want to learn more? See what our associates are up to at #LifeatCapitalOne!

Calling All Data Engineers:

A hub for innovation, our New York presence is expanding, and we need Data Engineers who know their stuff to join our team. As a Capital One Data Engineer, youll have the opportunity to be on the forefront of driving a major transformation within Capital One. Youll work with a team of developers with deep experience in machine learning, distributed microservices, and full stack systems. Youll collaborate with digital product managers, and deliver robust cloud-based solutions to drive powerful experiences that help millions of Americans achieve financial empowerment. Want to learn more? Check out the low-down on our high-tech.

Who You Are:
You are fun to work with youre excited by a team environment
You are curious. You like to learn new technologies, and you adapt well to change
You are passionate about current state-of-the-art software technologies and tools, with experience implementing them effectively
You are excited about working with cloud-native stack, building on AWS using technologies like Kubernetes and Serverless
You possess a sense of intellectual curiosity and a burning desire to learn
You are motivated and actively looking for ways to contribute
You are passionately focused on the customer and the details that make their experience exceptional
You value data and truth over ego
You possess a strong sense of engineering craftsmanship, take pride in your code
Youre pragmatic - you make the best use of time and resources to find the simplest workable solution
You think and act like an owner, taking personal responsibility for both team and product success
You possess great communication and reasoning skills, including the ability to influence and make a strong case for technology choices
You thrive in collaborativeagile teams and are ready to take on new and unexpected challenges while building the next wave of engineering solutions
What Youll Own:
Collaborating with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies
Leading the craftsmanship, security, availability, resilience, and scalability of your solutions
Bringing a passion to stay on top of current trends, experiment with and learn new technologies, participate in internal & external technology communities, and mentor other members of the engineering community
Encouraging innovation, implementation of cutting-edge technologies, outside-of-the-box thinking, teamwork, and self-organization
Assisting in the hiring of top engineering talent and maintaining our commitment to diversity and inclusion
Basic Qualifications:
Bachelors Degree
At least 2 years of experience in application development
At least 1 years of experience in big data technologies (Cassandra, Accumulo, HBase, Spark, Hadoop, HDFS, AVRO, MongoDB, or Zookeeper)
Preferred Qualifications:
Master's Degree
3+ years of experience in application development
1+ year experience working on streaming data applications (Spark Streaming, Kafka, Kinesis, and Flink
1+ years of experience with Amazon Web Services (AWS), Microsoft Azure or another public cloud service
1+ years of experience with Ansible / Terraform
2+ years of experience with Agile engineering practices
1+ years in-depth experience with the Hadoop stack (MapReduce, Pig, Hive, Hbase)
1+ years of experience with NoSQL implementation (Mongo, Cassandra)
2+ years of experience developing Java based software solutions
2+ years of experience in at least one scripting language (Python, Perl, JavaScript, Shell)
2+ years of experience developing software solutions to solve complex business problems
2+ years of experience with UNIX/Linux including basic commands and shell scripting
At this time, Capital One will not sponsor a new applicant for employment authorization for this position.",3.8,"Capital One
3.8","New York, NY","Mc Lean, VA",10000+ employees,1994,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),"J.P. Morgan, Wells Fargo, McKinsey & Company",0,0,91,110,100.5,Capital One, NY,0,26,1,0,1,1,0,data engineer,na,6463,3
611,Lead Health Data Analyst - Front End,$91K-$110K (Glassdoor est.),"Wednesday, March 25, 2020

JOB SUMMARY:

Independently lead the extraction and analysis of health care data for specific studies and corporate initiatives. Lead data intensive projects and serve as a technical resource to department staff and management on technical issues; develop new analyses and reporting metrics to assist management with decision making. Train and mentor less experienced staff. Develop and improve automated processes to increase the efficiency and accuracy of work products.

ESSENTIAL JOB FUNCTIONS:
Initiate and lead data intensive projects; translate quantitative findings into practical insights through the interpretation of data, trends and other sources. Prepare project results or recommendations for a wide range of audiences using written reports and presentation exhibits/graphics.
Perform complex analytical work of health care data. Utilize data to provide insights about customers and prospects to support the growth of various market segments.
Conduct special data extraction and analysis studies. Summarize results and provide recommendations where appropriate.
Design, implement, and maintain various databases as assigned; develop reporting capabilities and ensure data quality and documentation is adequate.
Identify areas where operational efficiency can be improved through enhanced automation. Collaborate with technical staff on implementation of enhancements. Communicate necessary changes and enhancements to all internal/external customers.
Represent the organization at external meetings.
Provide recommendations and input to new contract provisions for performance guarantees. Respond to various Requests for Implementation as requested by marketing staff. Perform special studies as needed.
Perform other duties as assigned.
QUALIFICATIONS:

Minimum Education and Experience:
Bachelor’s degree in Computer Science, Mathematics, Economics or related field; or an equivalent combination of education and experience
Seven to ten years health data analysis, business analysis, software application, database design, and technical documentation experience, preferably in the health insurance industry
Preferred Education, Additional Qualifications and Experience:
Knowledge of applied statistics
Knowledge of econometric modeling
Knowledge of marketing analytic principles and modeling
Experience utilizing competitive intelligence
Background in Actuarial Science
Experience with version control practices.
Fluency in design patterns.
Knowledge of Test Driven Development.
Required Knowledge, Skills, and/or Abilities:
Knowledge of claims processing and membership processing for all BCBSRI lines of business
Knowledge of CPT-4 and ICD-10 coding and covered benefits
Understanding of SAS programming, spreadsheet, and database software and other application development tools
Knowledge of general mathematical principals
Working knowledge of Business Objects and Windows
Understanding of micro and mainframe computer systems
Ability to mentor, coach and provide guidance to others
Expertise in JavaScript programming
Expertise in DHTML
Expertise with SAS programming constructs.
Expertise with SAS metadata and server configuration.
Ability to understand, visualize, and code to specification.
Ability to understand requirements and independently interpret and discern needs.
Experience with Auditing data for accuracy and integrity.
Experience with architecting analytical solutions
Understanding of object-oriented principles.
Expertise in ANSI SQL methods
Experience with Transactional databases
Experience with third normal form database schema design.
Expertise with denormalized database schema design.
Understanding of functional programming paradigms.
Ability to identify performance bottlenecks.
Ability to optimize code for run-time performance.
Background in Business Intelligence and Dashboard design.
Knowledge of UI and user experience design.
Ability to parse and decipher SAS log output.

At Blue Cross & Blue Shield of Rhode Island (BCBSRI), diversity and inclusion are central to our core values and strengthen our ability to meet the challenges of today's healthcare industry. BCBSRI is an equal opportunity, affirmative action employer. We provide equal opportunities without regard to race, color, religion, gender, age, national origin, disability, veteran status, sexual orientation, genetic information and gender identity or expression.
The law requires an employer to post notices describing the Federal laws prohibiting job discrimination based on race, color, sex, national origin, religion, age, equal pay, disability, veteran status, sexual orientation, and genetic information and gender identity or expression. Please visit http://www1.eeoc.gov/employers/upload/eeoc_self_print_poster.pdf to view the ""EEO is the Law"" poster.

Other details
Pay Type
Salary",3.5,"Blue Cross & Blue Shield of Rhode Island
3.5","Providence, RI","Providence, RI",501 to 1000 employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,UnitedHealth Group,0,0,91,110,100.5,Blue Cross & Blue Shield of Rhode Island, RI,1,81,0,0,0,1,0,analyst,senior,4837,1
